Customer_ID,Customer_Name,Segment
BT-113053,"Beth Thompson","Home Office"
BT-113054,"Beth Thompson","Home Office"
BT-113951,"Bill Tyler",Corporate
BT-113952,"Bill Tyler",Corporate
BT-113953,"Bill Tyler",Corporate
BT-113954,"Bill Tyler",Corporate
BT-114401,"Bobby Trafton",Consumer
BT-114402,"Bobby Trafton",Consumer
BT-114403,"Bobby Trafton",Consumer
BT-114404,"Bobby Trafton",Consumer
BT-114851,"Brad Thomas","Home Office"
BT-114852,"Brad Thomas","Home Office"
BT-114853,"Brad Thomas","Home Office"
BT-114854,"Brad Thomas","Home Office"
BT-115301,"Bradley Talbott","Home Office"
BT-115302,"Bradley Talbott","Home Office"
BT-115303,"Bradley Talbott","Home Office"
BT-115304,"Bradley Talbott","Home Office"
BT-116801,"Brian Thompson",Consumer
BT-116802,"Brian Thompson",Consumer
BT-116803,"Brian Thompson",Consumer
BT-116804,"Brian Thompson",Consumer
BT-13051,"Beth Thompson","Home Office"
BT-13052,"Beth Thompson","Home Office"
BT-13951,"Bill Tyler",Corporate
BT-13952,"Bill Tyler",Corporate
BT-14401,"Bobby Trafton",Consumer
BT-14402,"Bobby Trafton",Consumer
BT-14851,"Brad Thomas","Home Office"
BT-14852,"Brad Thomas","Home Office"
BT-15301,"Bradley Talbott","Home Office"
BT-15302,"Bradley Talbott","Home Office"
BT-15303,"Bradley Talbott","Home Office"
BT-16801,"Brian Thompson",Consumer
BT-16802,"Brian Thompson",Consumer
BV-112451,"Benjamin Venier",Corporate
BV-112452,"Benjamin Venier",Corporate
BV-112453,"Benjamin Venier",Corporate
BV-112454,"Benjamin Venier",Corporate
BV-12451,"Benjamin Venier",Corporate
BW-10651,"Barry Weirich",Consumer
BW-10652,"Barry Weirich",Consumer
BW-110651,"Barry Weirich",Consumer
BW-110652,"Barry Weirich",Consumer
BW-110653,"Barry Weirich",Consumer
BW-110654,"Barry Weirich",Consumer
BW-11101,"Bart Watters",Corporate
BW-11102,"Bart Watters",Corporate
BW-11103,"Bart Watters",Corporate
BW-111101,"Bart Watters",Corporate
BW-111102,"Bart Watters",Corporate
BW-111103,"Bart Watters",Corporate
BW-111104,"Bart Watters",Corporate
BW-112001,"Ben Wallace",Consumer
BW-112002,"Ben Wallace",Consumer
BW-112003,"Ben Wallace",Consumer
BW-112004,"Ben Wallace",Consumer
BW-12001,"Ben Wallace",Consumer
BW-12002,"Ben Wallace",Consumer
CA-119651,"Carol Adams",Corporate
CA-119652,"Carol Adams",Corporate
CA-119653,"Carol Adams",Corporate
CA-119654,"Carol Adams",Corporate
CA-120551,"Cathy Armstrong","Home Office"
CA-120552,"Cathy Armstrong","Home Office"
CA-120553,"Cathy Armstrong","Home Office"
CA-120554,"Cathy Armstrong","Home Office"
CA-122651,"Christina Anderson",Consumer
CA-122652,"Christina Anderson",Consumer
CA-122653,"Christina Anderson",Consumer
CA-122654,"Christina Anderson",Consumer
CA-123101,"Christine Abelman",Corporate
CA-123102,"Christine Abelman",Corporate
CA-123103,"Christine Abelman",Corporate
CA-123104,"Christine Abelman",Corporate
CA-127751,"Cynthia Arntzen",Consumer
CA-127752,"Cynthia Arntzen",Consumer
CA-127753,"Cynthia Arntzen",Consumer
CA-127754,"Cynthia Arntzen",Consumer
CA-19651,"Carol Adams",Corporate
CA-19652,"Carol Adams",Corporate
CA-20551,"Cathy Armstrong","Home Office"
CA-20552,"Cathy Armstrong","Home Office"
CA-22651,"Christina Anderson",Consumer
CA-22652,"Christina Anderson",Consumer
CA-23101,"Christine Abelman",Corporate
CA-23102,"Christine Abelman",Corporate
CA-27751,"Cynthia Arntzen",Consumer
CA-27752,"Cynthia Arntzen",Consumer
CB-120251,"Cassandra Brandow",Consumer
CB-120252,"Cassandra Brandow",Consumer
CB-120253,"Cassandra Brandow",Consumer
CB-120254,"Cassandra Brandow",Consumer
CB-124151,"Christy Brittain",Consumer
CB-124152,"Christy Brittain",Consumer
CB-124153,"Christy Brittain",Consumer
CB-124154,"Christy Brittain",Consumer
CB-125351,"Claudia Bergmann",Corporate
CB-125352,"Claudia Bergmann",Corporate
CB-125353,"Claudia Bergmann",Corporate
CB-125354,"Claudia Bergmann",Corporate
CB-20251,"Cassandra Brandow",Consumer
CB-24151,"Christy Brittain",Consumer
CB-24152,"Christy Brittain",Consumer
CB-25351,"Claudia Bergmann",Corporate
CB-25352,"Claudia Bergmann",Corporate
CC-121001,"Chad Cunningham","Home Office"
CC-121002,"Chad Cunningham","Home Office"
CC-121003,"Chad Cunningham","Home Office"
CC-121004,"Chad Cunningham","Home Office"
CC-121451,"Charles Crestani",Consumer
CC-121452,"Charles Crestani",Consumer
CC-121453,"Charles Crestani",Consumer
CC-121454,"Charles Crestani",Consumer
CC-122201,"Chris Cortes",Consumer
CC-122202,"Chris Cortes",Consumer
CC-122203,"Chris Cortes",Consumer
CC-122204,"Chris Cortes",Consumer
CC-123701,"Christopher Conant",Consumer
CC-123702,"Christopher Conant",Consumer
CC-123703,"Christopher Conant",Consumer
CC-123704,"Christopher Conant",Consumer
CC-124301,"Chuck Clark","Home Office"
CC-124302,"Chuck Clark","Home Office"
CC-124303,"Chuck Clark","Home Office"
CC-124304,"Chuck Clark","Home Office"
CC-124751,"Cindy Chapman",Consumer
CC-124752,"Cindy Chapman",Consumer
CC-124753,"Cindy Chapman",Consumer
CC-124754,"Cindy Chapman",Consumer
CC-125501,"Clay Cheatham",Consumer
CC-125502,"Clay Cheatham",Consumer
CC-125503,"Clay Cheatham",Consumer
CC-125504,"Clay Cheatham",Consumer
CC-126101,"Corey Catlett",Corporate
CC-126102,"Corey Catlett",Corporate
CC-126103,"Corey Catlett",Corporate
CC-126104,"Corey Catlett",Corporate
CC-126701,"Craig Carreira",Consumer
CC-126702,"Craig Carreira",Consumer
CC-126703,"Craig Carreira",Consumer
CC-126704,"Craig Carreira",Consumer
CC-126851,"Craig Carroll",Consumer
CC-126852,"Craig Carroll",Consumer
CC-126853,"Craig Carroll",Consumer
CC-126854,"Craig Carroll",Consumer
CC-21001,"Chad Cunningham","Home Office"
CC-21002,"Chad Cunningham","Home Office"
CC-21451,"Charles Crestani",Consumer
CC-21452,"Charles Crestani",Consumer
CC-22201,"Chris Cortes",Consumer
CC-22202,"Chris Cortes",Consumer
CC-22203,"Chris Cortes",Consumer
CC-23701,"Christopher Conant",Consumer
CC-23702,"Christopher Conant",Consumer
CC-24301,"Chuck Clark","Home Office"
CC-24302,"Chuck Clark","Home Office"
CC-24751,"Cindy Chapman",Consumer
CC-24752,"Cindy Chapman",Consumer
CC-24753,"Cindy Chapman",Consumer
CC-25501,"Clay Cheatham",Consumer
CC-25502,"Clay Cheatham",Consumer
CC-26101,"Corey Catlett",Corporate
CC-26701,"Craig Carreira",Consumer
CC-26702,"Craig Carreira",Consumer
CC-26851,"Craig Carroll",Consumer
CC-26852,"Craig Carroll",Consumer
CD-119201,"Carlos Daly",Consumer
CD-119202,"Carlos Daly",Consumer
CD-119203,"Carlos Daly",Consumer
CD-119204,"Carlos Daly",Consumer
CD-119801,"Carol Darley",Consumer
CD-119802,"Carol Darley",Consumer
CD-119803,"Carol Darley",Consumer
CD-119804,"Carol Darley",Consumer
CD-122801,"Christina DeMoss",Consumer
CD-122802,"Christina DeMoss",Consumer
CD-122803,"Christina DeMoss",Consumer
CD-122804,"Christina DeMoss",Consumer
CD-127901,"Cynthia Delaney","Home Office"
CD-127902,"Cynthia Delaney","Home Office"
CD-127903,"Cynthia Delaney","Home Office"
CD-127904,"Cynthia Delaney","Home Office"
CD-19201,"Carlos Daly",Consumer
CD-19202,"Carlos Daly",Consumer
CD-19801,"Carol Darley",Consumer
CD-19802,"Carol Darley",Consumer
CD-19803,"Carol Darley",Consumer
CD-22801,"Christina DeMoss",Consumer
CD-22802,"Christina DeMoss",Consumer
CD-27901,"Cynthia Delaney","Home Office"
CD-27902,"Cynthia Delaney","Home Office"
CG-120401,"Catherine Glotzbach","Home Office"
CG-120402,"Catherine Glotzbach","Home Office"
CG-120403,"Catherine Glotzbach","Home Office"
CG-120404,"Catherine Glotzbach","Home Office"
CG-125201,"Claire Gute",Consumer
CG-125202,"Claire Gute",Consumer
CG-125203,"Claire Gute",Consumer
CG-125204,"Claire Gute",Consumer
CG-20401,"Catherine Glotzbach","Home Office"
CG-20402,"Catherine Glotzbach","Home Office"
CG-25201,"Claire Gute",Consumer
CG-25202,"Claire Gute",Consumer
CH-120701,"Cathy Hwang","Home Office"
CH-120702,"Cathy Hwang","Home Office"
CH-120703,"Cathy Hwang","Home Office"
CH-120704,"Cathy Hwang","Home Office"
CH-20701,"Cathy Hwang","Home Office"
CH-20702,"Cathy Hwang","Home Office"
CJ-118751,"Carl Jackson",Corporate
CJ-118752,"Carl Jackson",Corporate
CJ-118753,"Carl Jackson",Corporate
CJ-118754,"Carl Jackson",Corporate
CJ-120101,"Caroline Jumper",Consumer
CJ-120102,"Caroline Jumper",Consumer
CJ-120103,"Caroline Jumper",Consumer
CJ-120104,"Caroline Jumper",Consumer
CJ-18751,"Carl Jackson",Corporate
CJ-18752,"Carl Jackson",Corporate
CJ-20101,"Caroline Jumper",Consumer
CJ-20102,"Caroline Jumper",Consumer
CK-122051,"Chloris Kastensmidt",Consumer
CK-122052,"Chloris Kastensmidt",Consumer
CK-122053,"Chloris Kastensmidt",Consumer
CK-122054,"Chloris Kastensmidt",Consumer
CK-123251,"Christine Kargatis","Home Office"
CK-123252,"Christine Kargatis","Home Office"
CK-123253,"Christine Kargatis","Home Office"
CK-123254,"Christine Kargatis","Home Office"
CK-125951,"Clytie Kelty",Consumer
CK-125952,"Clytie Kelty",Consumer
CK-125953,"Clytie Kelty",Consumer
CK-125954,"Clytie Kelty",Consumer
CK-127601,"Cyma Kinney",Corporate
CK-127602,"Cyma Kinney",Corporate
CK-127603,"Cyma Kinney",Corporate
CK-127604,"Cyma Kinney",Corporate
CK-22051,"Chloris Kastensmidt",Consumer
CK-22052,"Chloris Kastensmidt",Consumer
CK-23251,"Christine Kargatis","Home Office"
CK-23252,"Christine Kargatis","Home Office"
CK-25951,"Clytie Kelty",Consumer
CK-25952,"Clytie Kelty",Consumer
CK-27601,"Cyma Kinney",Corporate
CK-27602,"Cyma Kinney",Corporate
CL-118901,"Carl Ludwig",Consumer
CL-118902,"Carl Ludwig",Consumer
CL-118903,"Carl Ludwig",Consumer
CL-118904,"Carl Ludwig",Consumer
CL-125651,"Clay Ludtke",Consumer
CL-125652,"Clay Ludtke",Consumer
CL-125653,"Clay Ludtke",Consumer
CL-125654,"Clay Ludtke",Consumer
CL-127001,"Craig Leslie","Home Office"
CL-127002,"Craig Leslie","Home Office"
CL-127003,"Craig Leslie","Home Office"
CL-127004,"Craig Leslie","Home Office"
CL-18901,"Carl Ludwig",Consumer
CL-18902,"Carl Ludwig",Consumer
CL-18903,"Carl Ludwig",Consumer
CL-25651,"Clay Ludtke",Consumer
CL-25652,"Clay Ludtke",Consumer
CL-27001,"Craig Leslie","Home Office"
CL-27002,"Craig Leslie","Home Office"
CM-118151,"Candace McMahon",Corporate
CM-118152,"Candace McMahon",Corporate
CM-118153,"Candace McMahon",Corporate
CM-118154,"Candace McMahon",Corporate
CM-118301,"Cari MacIntyre",Corporate
CM-118302,"Cari MacIntyre",Corporate
CM-118303,"Cari MacIntyre",Corporate
CM-119351,"Carlos Meador",Consumer
CM-119352,"Carlos Meador",Consumer
CM-119353,"Carlos Meador",Consumer
CM-119354,"Carlos Meador",Consumer
CM-121151,"Chad McGuire",Consumer
CM-121152,"Chad McGuire",Consumer
CM-121153,"Chad McGuire",Consumer
CM-121154,"Chad McGuire",Consumer
CM-121601,"Charles McCrossin",Consumer
CM-121602,"Charles McCrossin",Consumer
CM-121603,"Charles McCrossin",Consumer
CM-121604,"Charles McCrossin",Consumer
CM-121901,"Charlotte Melton",Consumer
CM-121902,"Charlotte Melton",Consumer
CM-121903,"Charlotte Melton",Consumer
CM-121904,"Charlotte Melton",Consumer
CM-122351,"Chris McAfee",Consumer
CM-122352,"Chris McAfee",Consumer
CM-122353,"Chris McAfee",Consumer
CM-122354,"Chris McAfee",Consumer
CM-123851,"Christopher Martinez",Consumer
CM-123852,"Christopher Martinez",Consumer
CM-123853,"Christopher Martinez",Consumer
CM-123854,"Christopher Martinez",Consumer
CM-124451,"Chuck Magee",Consumer
CM-124452,"Chuck Magee",Consumer
CM-124453,"Chuck Magee",Consumer
CM-124454,"Chuck Magee",Consumer
CM-126551,"Corinna Mitchell","Home Office"
CM-126552,"Corinna Mitchell","Home Office"
CM-126553,"Corinna Mitchell","Home Office"
CM-126554,"Corinna Mitchell","Home Office"
CM-127151,"Craig Molinari",Corporate
CM-127152,"Craig Molinari",Corporate
CM-127153,"Craig Molinari",Corporate
CM-127154,"Craig Molinari",Corporate
CM-18151,"Candace McMahon",Corporate
CM-18152,"Candace McMahon",Corporate
CM-18301,"Cari MacIntyre",Corporate
CM-18302,"Cari MacIntyre",Corporate
CM-19351,"Carlos Meador",Consumer
CM-19352,"Carlos Meador",Consumer
CM-21151,"Chad McGuire",Consumer
CM-21152,"Chad McGuire",Consumer
CM-21601,"Charles McCrossin",Consumer
CM-21602,"Charles McCrossin",Consumer
CM-21901,"Charlotte Melton",Consumer
CM-21902,"Charlotte Melton",Consumer
CM-22351,"Chris McAfee",Consumer
CM-22352,"Chris McAfee",Consumer
CM-23851,"Christopher Martinez",Consumer
CM-23852,"Christopher Martinez",Consumer
CM-24451,"Chuck Magee",Consumer
CM-24452,"Chuck Magee",Consumer
CM-26551,"Corinna Mitchell","Home Office"
CM-26552,"Corinna Mitchell","Home Office"
CM-27151,"Craig Molinari",Corporate
CM-27152,"Craig Molinari",Corporate
Co-126401,Corey-Lock,Consumer
Co-126402,Corey-Lock,Consumer
Co-126403,Corey-Lock,Consumer
Co-126404,Corey-Lock,Consumer
Co-26401,Corey-Lock,Consumer
Co-26402,Corey-Lock,Consumer
CP-120851,"Cathy Prescott",Corporate
CP-120852,"Cathy Prescott",Corporate
CP-120853,"Cathy Prescott",Corporate
CP-120854,"Cathy Prescott",Corporate
CP-123401,"Christine Phan",Corporate
CP-123402,"Christine Phan",Corporate
CP-123403,"Christine Phan",Corporate
CP-123404,"Christine Phan",Corporate
CP-20851,"Cathy Prescott",Corporate
CP-20852,"Cathy Prescott",Corporate
CP-20853,"Cathy Prescott",Corporate
CP-23401,"Christine Phan",Corporate
CP-23402,"Christine Phan",Corporate
CR-125801,"Clay Rozendal","Home Office"
CR-125802,"Clay Rozendal","Home Office"
CR-125803,"Clay Rozendal","Home Office"
CR-125804,"Clay Rozendal","Home Office"
CR-126251,"Corey Roper","Home Office"
CR-126252,"Corey Roper","Home Office"
CR-126253,"Corey Roper","Home Office"
CR-126254,"Corey Roper","Home Office"
CR-127301,"Craig Reiter",Consumer
CR-127302,"Craig Reiter",Consumer
CR-127303,"Craig Reiter",Consumer
CR-127304,"Craig Reiter",Consumer
CR-128201,"Cyra Reiten","Home Office"
CR-128202,"Cyra Reiten","Home Office"
CR-128203,"Cyra Reiten","Home Office"
CR-128204,"Cyra Reiten","Home Office"
CR-25801,"Clay Rozendal","Home Office"
CR-25802,"Clay Rozendal","Home Office"
CR-26251,"Corey Roper","Home Office"
CR-26252,"Corey Roper","Home Office"
CR-26253,"Corey Roper","Home Office"
CR-27301,"Craig Reiter",Consumer
CR-27302,"Craig Reiter",Consumer
CR-28201,"Cyra Reiten","Home Office"
CR-28202,"Cyra Reiten","Home Office"
CS-118451,"Cari Sayre",Corporate
CS-118452,"Cari Sayre",Corporate
CS-118453,"Cari Sayre",Corporate
CS-118454,"Cari Sayre",Corporate
CS-118601,"Cari Schnelling",Consumer
CS-118602,"Cari Schnelling",Consumer
CS-118603,"Cari Schnelling",Consumer
CS-118604,"Cari Schnelling",Consumer
CS-119501,"Carlos Soltero",Consumer
CS-119502,"Carlos Soltero",Consumer
CS-119503,"Carlos Soltero",Consumer
CS-119504,"Carlos Soltero",Consumer
CS-121301,"Chad Sievert",Consumer
CS-121302,"Chad Sievert",Consumer
CS-121303,"Chad Sievert",Consumer
CS-121304,"Chad Sievert",Consumer
CS-121751,"Charles Sheldon",Corporate
CS-121752,"Charles Sheldon",Corporate
CS-121753,"Charles Sheldon",Corporate
CS-121754,"Charles Sheldon",Corporate
CS-122501,"Chris Selesnick",Corporate
CS-122502,"Chris Selesnick",Corporate
CS-122503,"Chris Selesnick",Corporate
CS-122504,"Chris Selesnick",Corporate
CS-123551,"Christine Sundaresam",Consumer
CS-123552,"Christine Sundaresam",Consumer
CS-123553,"Christine Sundaresam",Consumer
CS-123554,"Christine Sundaresam",Consumer
CS-124001,"Christopher Schild","Home Office"
CS-124002,"Christopher Schild","Home Office"
CS-124003,"Christopher Schild","Home Office"
CS-124004,"Christopher Schild","Home Office"
CS-124601,"Chuck Sachs",Consumer
CS-124602,"Chuck Sachs",Consumer
CS-124603,"Chuck Sachs",Consumer
CS-124604,"Chuck Sachs",Consumer
CS-124901,"Cindy Schnelling",Corporate
CS-124902,"Cindy Schnelling",Corporate
CS-124903,"Cindy Schnelling",Corporate
CS-124904,"Cindy Schnelling",Corporate
CS-125051,"Cindy Stewart",Consumer
CS-125052,"Cindy Stewart",Consumer
CS-125053,"Cindy Stewart",Consumer
CS-125054,"Cindy Stewart",Consumer
CS-18451,"Cari Sayre",Corporate
CS-18452,"Cari Sayre",Corporate
CS-18601,"Cari Schnelling",Consumer
CS-18602,"Cari Schnelling",Consumer
CS-19501,"Carlos Soltero",Consumer
CS-19502,"Carlos Soltero",Consumer
CS-19503,"Carlos Soltero",Consumer
CS-21301,"Chad Sievert",Consumer
CS-21302,"Chad Sievert",Consumer
CS-21303,"Chad Sievert",Consumer
CS-21751,"Charles Sheldon",Corporate
CS-21752,"Charles Sheldon",Corporate
CS-22501,"Chris Selesnick",Corporate
CS-22502,"Chris Selesnick",Corporate
CS-23551,"Christine Sundaresam",Consumer
CS-23552,"Christine Sundaresam",Consumer
CS-24001,"Christopher Schild","Home Office"
CS-24002,"Christopher Schild","Home Office"
CS-24601,"Chuck Sachs",Consumer
CS-24602,"Chuck Sachs",Consumer
CS-24901,"Cindy Schnelling",Corporate
CS-24902,"Cindy Schnelling",Corporate
CS-25051,"Cindy Stewart",Consumer
CS-25052,"Cindy Stewart",Consumer
CT-119951,"Carol Triggs",Consumer
CT-119952,"Carol Triggs",Consumer
CT-119953,"Carol Triggs",Consumer
CT-119954,"Carol Triggs",Consumer
CT-19951,"Carol Triggs",Consumer
CV-122951,"Christina VanderZanden",Consumer
CV-122952,"Christina VanderZanden",Consumer
CV-122953,"Christina VanderZanden",Consumer
CV-122954,"Christina VanderZanden",Consumer
CV-128051,"Cynthia Voltz",Corporate
CV-128052,"Cynthia Voltz",Corporate
CV-128053,"Cynthia Voltz",Corporate
CV-128054,"Cynthia Voltz",Corporate
CV-22951,"Christina VanderZanden",Consumer
CV-22952,"Christina VanderZanden",Consumer
CV-28051,"Cynthia Voltz",Corporate
CV-28052,"Cynthia Voltz",Corporate
CW-119051,"Carl Weiss","Home Office"
CW-119052,"Carl Weiss","Home Office"
CW-119053,"Carl Weiss","Home Office"
CW-119054,"Carl Weiss","Home Office"
CW-19051,"Carl Weiss","Home Office"
CW-19052,"Carl Weiss","Home Office"
CY-127451,"Craig Yedwab",Corporate
CY-127452,"Craig Yedwab",Corporate
CY-127453,"Craig Yedwab",Corporate
CY-127454,"Craig Yedwab",Corporate
CY-27451,"Craig Yedwab",Corporate
CY-27452,"Craig Yedwab",Corporate
DA-134501,"Dianna Arnett","Home Office"
DA-134502,"Dianna Arnett","Home Office"
DA-134503,"Dianna Arnett","Home Office"
DA-134504,"Dianna Arnett","Home Office"
DA-34501,"Dianna Arnett","Home Office"
DA-34502,"Dianna Arnett","Home Office"
DB-129101,"Daniel Byrd","Home Office"
DB-129102,"Daniel Byrd","Home Office"
DB-129103,"Daniel Byrd","Home Office"
DB-129104,"Daniel Byrd","Home Office"
DB-129701,"Darren Budd",Corporate
DB-129702,"Darren Budd",Corporate
DB-129703,"Darren Budd",Corporate
DB-130601,"Dave Brooks",Consumer
DB-130602,"Dave Brooks",Consumer
DB-130603,"Dave Brooks",Consumer
DB-130604,"Dave Brooks",Consumer
DB-131201,"David Bremer",Corporate
DB-131202,"David Bremer",Corporate
DB-131203,"David Bremer",Corporate
DB-131204,"David Bremer",Corporate
DB-132101,"Dean Braden",Consumer
DB-132102,"Dean Braden",Consumer
DB-132103,"Dean Braden",Consumer
DB-132104,"Dean Braden",Consumer
DB-132701,"Deborah Brumfield","Home Office"
DB-132702,"Deborah Brumfield","Home Office"
DB-132703,"Deborah Brumfield","Home Office"
DB-132704,"Deborah Brumfield","Home Office"
DB-133601,"Dennis Bolton","Home Office"
DB-133602,"Dennis Bolton","Home Office"
DB-133603,"Dennis Bolton","Home Office"
DB-133604,"Dennis Bolton","Home Office"
DB-134051,"Denny Blanton",Consumer
DB-134052,"Denny Blanton",Consumer
DB-134053,"Denny Blanton",Consumer
DB-134054,"Denny Blanton",Consumer
DB-135551,"Dorothy Badders",Corporate
DB-135552,"Dorothy Badders",Corporate
DB-135553,"Dorothy Badders",Corporate
DB-135554,"Dorothy Badders",Corporate
DB-136151,"Doug Bickford",Consumer
DB-136152,"Doug Bickford",Consumer
DB-136153,"Doug Bickford",Consumer
DB-136154,"Doug Bickford",Consumer
DB-136601,"Duane Benoit",Consumer
DB-136602,"Duane Benoit",Consumer
DB-136603,"Duane Benoit",Consumer
DB-136604,"Duane Benoit",Consumer
DB-29101,"Daniel Byrd","Home Office"
DB-29102,"Daniel Byrd","Home Office"
DB-29103,"Daniel Byrd","Home Office"
DB-29701,"Darren Budd",Corporate
DB-29702,"Darren Budd",Corporate
DB-30601,"Dave Brooks",Consumer
DB-30602,"Dave Brooks",Consumer
DB-31201,"David Bremer",Corporate
DB-31202,"David Bremer",Corporate
DB-32101,"Dean Braden",Consumer
DB-32102,"Dean Braden",Consumer
DB-32701,"Deborah Brumfield","Home Office"
DB-32702,"Deborah Brumfield","Home Office"
DB-33601,"Dennis Bolton","Home Office"
DB-34051,"Denny Blanton",Consumer
DB-35551,"Dorothy Badders",Corporate
DB-35552,"Dorothy Badders",Corporate
DB-36151,"Doug Bickford",Consumer
DB-36152,"Doug Bickford",Consumer
DB-36601,"Duane Benoit",Consumer
DB-36602,"Duane Benoit",Consumer
DC-128501,"Dan Campbell",Consumer
DC-128502,"Dan Campbell",Consumer
DC-128503,"Dan Campbell",Consumer
DC-128504,"Dan Campbell",Consumer
DC-132851,"Debra Catini",Consumer
DC-132852,"Debra Catini",Consumer
DC-132853,"Debra Catini",Consumer
DC-132854,"Debra Catini",Consumer
DC-28501,"Dan Campbell",Consumer
DC-28502,"Dan Campbell",Consumer
DC-28503,"Dan Campbell",Consumer
DC-32851,"Debra Catini",Consumer
DC-32852,"Debra Catini",Consumer
DD-135701,"Dorothy Dickinson",Consumer
DD-135702,"Dorothy Dickinson",Consumer
DD-135703,"Dorothy Dickinson",Consumer
DD-135704,"Dorothy Dickinson",Consumer
DD-35701,"Dorothy Dickinson",Consumer
DD-35702,"Dorothy Dickinson",Consumer
DE-132551,"Deanra Eno","Home Office"
DE-132552,"Deanra Eno","Home Office"
DE-132553,"Deanra Eno","Home Office"
DE-132554,"Deanra Eno","Home Office"
DE-32551,"Deanra Eno","Home Office"
DE-32552,"Deanra Eno","Home Office"
DF-131351,"David Flashing",Consumer
DF-131352,"David Flashing",Consumer
DF-131353,"David Flashing",Consumer
DF-131354,"David Flashing",Consumer
DF-31351,"David Flashing",Consumer
DF-31352,"David Flashing",Consumer
DG-133001,"Deirdre Greer",Corporate
DG-133002,"Deirdre Greer",Corporate
DG-133003,"Deirdre Greer",Corporate
DG-133004,"Deirdre Greer",Corporate
DG-33001,"Deirdre Greer",Corporate
DG-33002,"Deirdre Greer",Corporate
DH-130751,"Dave Hallsten",Corporate
DH-130752,"Dave Hallsten",Corporate
DH-130753,"Dave Hallsten",Corporate
DH-130754,"Dave Hallsten",Corporate
DH-136751,"Duane Huffman","Home Office"
DH-136752,"Duane Huffman","Home Office"
DH-136753,"Duane Huffman","Home Office"
DH-136754,"Duane Huffman","Home Office"
DH-30751,"Dave Hallsten",Corporate
DH-30752,"Dave Hallsten",Corporate
DH-36751,"Duane Huffman","Home Office"
DH-36752,"Duane Huffman","Home Office"
DH-36753,"Duane Huffman","Home Office"
DJ-134201,"Denny Joy",Corporate
DJ-134202,"Denny Joy",Corporate
DJ-134203,"Denny Joy",Corporate
DJ-134204,"Denny Joy",Corporate
DJ-135101,"Don Jones",Corporate
DJ-135102,"Don Jones",Corporate
DJ-135103,"Don Jones",Corporate
DJ-135104,"Don Jones",Corporate
DJ-136301,"Doug Jacobs",Consumer
DJ-136302,"Doug Jacobs",Consumer
DJ-136303,"Doug Jacobs",Consumer
DJ-136304,"Doug Jacobs",Consumer
DJ-34201,"Denny Joy",Corporate
DJ-34202,"Denny Joy",Corporate
DJ-35101,"Don Jones",Corporate
DJ-35102,"Don Jones",Corporate
DJ-35103,"Don Jones",Corporate
DJ-36301,"Doug Jacobs",Consumer
DJ-36302,"Doug Jacobs",Consumer
DK-128351,"Damala Kotsonis",Corporate
DK-128352,"Damala Kotsonis",Corporate
DK-128353,"Damala Kotsonis",Corporate
DK-128354,"Damala Kotsonis",Corporate
DK-128951,"Dana Kaydos",Consumer
DK-128952,"Dana Kaydos",Consumer
DK-128953,"Dana Kaydos",Consumer
DK-128954,"Dana Kaydos",Consumer
DK-129851,"Darren Koutras",Consumer
DK-129852,"Darren Koutras",Consumer
DK-129853,"Darren Koutras",Consumer
DK-129854,"Darren Koutras",Consumer
DK-130901,"Dave Kipp",Consumer
DK-130902,"Dave Kipp",Consumer
DK-130903,"Dave Kipp",Consumer
DK-130904,"Dave Kipp",Consumer
DK-131501,"David Kendrick",Corporate
DK-131502,"David Kendrick",Corporate
DK-131503,"David Kendrick",Corporate
DK-131504,"David Kendrick",Corporate
DK-132251,"Dean Katz",Corporate
DK-132252,"Dean Katz",Corporate
DK-132253,"Dean Katz",Corporate
DK-132254,"Dean Katz",Corporate
DK-133751,"Dennis Kane",Consumer
DK-133752,"Dennis Kane",Consumer
DK-133753,"Dennis Kane",Consumer
DK-133754,"Dennis Kane",Consumer
DK-28351,"Damala Kotsonis",Corporate
DK-28352,"Damala Kotsonis",Corporate
DK-28951,"Dana Kaydos",Consumer
DK-28952,"Dana Kaydos",Consumer
DK-29851,"Darren Koutras",Consumer
DK-30901,"Dave Kipp",Consumer
DK-30902,"Dave Kipp",Consumer
DK-31501,"David Kendrick",Corporate
DK-31502,"David Kendrick",Corporate
DK-32251,"Dean Katz",Corporate
DK-32252,"Dean Katz",Corporate
DK-33751,"Dennis Kane",Consumer
DK-33752,"Dennis Kane",Consumer
DK-33753,"Dennis Kane",Consumer
DL-128651,"Dan Lawera",Consumer
DL-128652,"Dan Lawera",Consumer
DL-128653,"Dan Lawera",Consumer
DL-128654,"Dan Lawera",Consumer
DL-129251,"Daniel Lacy",Consumer
DL-129252,"Daniel Lacy",Consumer
DL-129253,"Daniel Lacy",Consumer
DL-129254,"Daniel Lacy",Consumer
DL-133151,"Delfina Latchford",Consumer
DL-133152,"Delfina Latchford",Consumer
DL-133153,"Delfina Latchford",Consumer
DL-133154,"Delfina Latchford",Consumer
DL-133301,"Denise Leinenbach",Consumer
DL-133302,"Denise Leinenbach",Consumer
DL-133303,"Denise Leinenbach",Consumer
DL-133304,"Denise Leinenbach",Consumer
DL-134951,"Dionis Lloyd",Corporate
DL-134952,"Dionis Lloyd",Corporate
DL-134953,"Dionis Lloyd",Corporate
DL-134954,"Dionis Lloyd",Corporate
Dl-136001,"Dorris liebe",Corporate
